5/09/2019,5548,17:15:48,22:44:40,334.78
5/09/2019,3564,16:58:59,23:18:43,456.84
5/09/2019,5657,15:56:29,17:39:45,586.16
5/09/2019,5657,17:08:41,17:18:31,315.06
5/09/2019,5657,04:55:21,11:13:12,147.76
5/09/2019,5548,10:30:30,15:04:52,457.78
11/09/2019,5657,01:11:07,06:48:27,478.15
11/09/2019,5365,14:02:50,15:09:25,576.52
11/09/2019,4316,04:27:15,09:52:09,233.90
11/09/2019,4478,07:24:40,17:24:30,568.02
11/09/2019,4548,16:57:49,23:01:33,139.36
11/09/2019,4865,09:11:34,10:11:21,136.49
11/09/2019,4316,04:00:50,10:18:42,447.04
11/09/2019,4316,04:12:33,16:07:17,460.28
11/09/2019,4865,09:56:17,16:56:43,215.00
11/09/2019,4262,16:31:11,22:08:02,360.83
11/09/2019,4316,18:01:21,19:08:45,448.46
11/09/2019,4262,00:50:22,12:14:07,221.32
23/09/2019,4262,05:19:29,14:56:47,409.93
23/09/2019,4548,02:03:23,07:13:10,486.02
23/09/2019,4316,08:28:39,18:39:43,538.75
23/09/2019,4865,09:25:50,16:59:19,356.96
23/09/2019,5548,05:36:07,17:11:21,149.77
23/09/2019,5657,02:07:12,03:03:52,440.36
23/09/2019,5657,01:49:22,08:17:14,371.67
23/09/2019,4262,08:38:05,17:26:27,307.10
23/09/2019,5548,08:18:46,18:20:37,345.55
23/09/2019,4548,16:50:40,17:12:50,567.88
23/09/2019,4865,12:51:11,22:14:49,387.53
23/09/2019,4548,15:52:31,21:54:07,339.68
2/10/2019,4548,19:01:38,22:47:44,465.89
2/10/2019,4478,19:11:09,20:07:37,299.50
2/10/2019,4042,00:11:35,01:25:40,269.94
2/10/2019,5365,04:28:35,13:18:06,415.94
2/10/2019,4478,04:08:02,11:45:11,153.03
11/10/2019,5365,05:15:36,16:48:40,565.41
11/10/2019,4865,04:29:54,07:24:15,567.42
11/10/2019,5365,12:30:07,19:30:34,182.23
11/10/2019,4548,19:10:22,21:20:19,447.97
11/10/2019,4865,02:48:38,14:39:19,302.73
11/10/2019,4865,19:09:25,19:51:51,336.92
11/10/2019,4478,04:22:24,11:17:39,417.08
11/10/2019,4548,00:40:17,10:29:50,171.54
11/10/2019,4865,01:19:20,09:46:55,212.07
11/10/2019,5657,03:59:15,07:34:22,321.43
11/10/2019,4042,16:46:15,22:34:10,380.67
11/10/2019,5548,14:47:40,16:09:29,376.52
20/10/2019,5657,01:19:04,03:00:34,183.41
20/10/2019,4548,07:24:14,10:45:24,306.24
20/10/2019,5548,13:54:52,15:52:59,207.17
20/10/2019,4262,16:25:14,22:06:20,88.42
20/10/2019,4865,12:46:14,19:57:54,620.42
25/10/2019,5548,05:31:57,15:02:51,342.59
25/10/2019,4316,08:21:13,14:57:26,392.42
25/10/2019,4316,03:49:23,13:07:44,462.57
25/10/2019,5657,19:11:24,19:42:06,250.63
25/10/2019,4042,00:09:50,06:13:19,350.86
25/10/2019,5548,00:02:27,04:33:21,167.37
25/10/2019,3564,13:25:16,20:05:21,532.17
7/11/2019,5365,00:17:02,04:16:33,381.67
7/11/2019,3564,04:07:24,04:39:46,157.60
7/11/2019,3564,09:06:48,17:49:58,305.68
7/11/2019,4262,06:36:02,09:56:05,433.82
7/11/2019,4865,00:10:04,04:40:27,86.16
7/11/2019,4316,12:12:37,13:18:17,528.26
7/11/2019,4548,04:06:55,12:55:03,239.78
7/11/2019,3564,06:42:14,18:32:37,570.07
7/11/2019,4548,10:38:08,15:47:27,155.60
7/11/2019,4548,16:53:35,23:19:25,446.16
7/11/2019,4865,11:38:30,22:58:38,272.37
7/11/2019,4042,00:44:00,02:27:28,420.42
8/11/2019,4548,03:21:57,12:29:44,534.75
8/11/2019,5657,08:01:50,15:45:55,131.46
8/11/2019,4316,17:47:58,18:09:49,356.16
8/11/2019,5365,09:26:00,09:36:46,594.99
8/11/2019,4316,01:43:18,07:49:43,519.67
13/11/2019,4262,08:27:43,10:32:51,250.60
13/11/2019,5365,01:30:07,07:51:06,448.03
13/11/2019,4865,19:35:52,20:02:11,592.70
13/11/2019,4316,12:29:36,15:33:50,125.08
13/11/2019,4042,08:53:56,17:00:06,459.25
13/11/2019,4865,16:44:43,17:02:27,73.84
13/11/2019,4865,00:06:42,06:36:42,563.66
13/11/2019,4316,14:50:54,18:48:45,355.70
17/11/2019,4865,10:06:11,19:43:57,207.42
17/11/2019,5657,02:17:06,07:52:15,175.92
17/11/2019,5657,03:27:41,09:17:04,118.06
17/11/2019,4316,14:08:56,23:45:37,102.34
17/11/2019,4478,03:26:01,04:28:55,440.16
17/11/2019,4042,05:20:48,11:10:29,305.82
17/11/2019,5657,12:01:26,16:44:11,406.94
17/11/2019,4865,01:29:30,04:18:54,531.75
17/11/2019,5365,07:37:22,18:33:54,502.37
20/11/2019,4262,04:05:10,11:52:13,63.45
20/11/2019,3564,22:20:52,22:21:00,512.40
20/11/2019,4478,03:07:29,08:14:44,522.47
20/11/2019,5657,19:46:14,20:51:26,453.84
20/11/2019,4548,21:27:43,23:14:52,237.24
28/11/2019,5365,12:33:46,14:22:01,347.32
28/11/2019,4262,09:47:17,17:49:05,478.99
28/11/2019,4316,11:19:26,18:37:59,469.39
28/11/2019,4262,13:57:29,23:26:57,232.30
28/11/2019,3564,04:17:26,08:21:25,272.40
28/11/2019,5365,09:26:04,13:13:10,147.87
28/11/2019,5657,09:00:54,19:44:35,79.68
28/11/2019,3564,13:59:03,23:50:32,492.73
2/01/2020,3564,10:48:35,16:11:38,580.55
2/01/2020,5657,03:38:05,11:54:30,518.36
2/01/2020,4478,13:05:00,20:23:30,438.27
2/01/2020,4316,13:36:37,23:14:12,369.89
2/01/2020,5365,05:23:19,12:09:55,388.56
2/01/2020,4478,04:08:36,13:55:41,306.57
2/01/2020,4316,00:22:08,12:00:02,180.84
2/01/2020,4548,00:53:19,12:30:23,444.54
22/01/2020,4478,11:37:52,15:24:24,120.86
22/01/2020,4042,13:20:22,20:12:27,233.84
22/01/2020,3564,02:20:28,11:50:11,283.58
22/01/2020,5548,04:35:40,07:38:51,62.83
22/01/2020,3564,14:08:55,18:39:23,73.95
22/01/2020,5365,12:02:54,14:36:38,523.22
22/01/2020,5365,10:36:11,11:49:36,241.10
22/01/2020,4478,16:01:04,16:06:46,445.76
22/01/2020,4548,00:45:47,07:14:54,433.51
29/01/2020,4316,08:36:37,16:53:00,83.58
29/01/2020,5657,06:58:58,16:56:46,155.41
29/01/2020,4042,09:08:17,15:24:38,167.65
29/01/2020,4042,13:24:21,20:05:15,231.39
29/01/2020,5657,13:29:43,14:59:24,511.88
29/01/2020,5365,11:26:02,20:42:01,55.36
3/02/2020,4262,13:35:07,22:04:31,95.20
3/02/2020,3564,18:02:08,18:28:56,476.77
3/02/2020,5657,13:12:58,13:51:29,309.37
3/02/2020,3564,04:26:11,07:54:16,195.12
3/02/2020,4042,02:00:14,10:23:54,151.08
3/02/2020,5548,08:49:01,15:56:53,284.17
3/02/2020,4865,11:01:26,17:17:23,62.17
3/02/2020,4548,12:57:50,13:51:18,576.53
3/02/2020,4316,07:23:45,17:49:31,510.57
3/02/2020,4865,02:21:38,12:45:00,127.77
3/02/2020,5657,12:45:01,20:21:50,403.67
5/02/2020,4478,12:42:57,22:47:45,66.11
5/02/2020,5548,11:18:36,15:38:08,319.38
5/02/2020,4548,15:58:46,18:42:07,205.63
5/02/2020,5365,11:53:59,18:10:33,50.48
5/02/2020,4548,04:28:03,08:51:35,277.19
24/02/2020,3564,04:09:36,14:35:02,604.52
24/02/2020,4316,04:17:57,13:32:01,640.81
24/02/2020,3564,08:39:48,17:10:27,206.81
24/02/2020,4042,16:42:06,19:22:40,547.96
24/02/2020,4865,06:43:26,12:51:32,636.87
24/02/2020,4042,17:59:50,20:47:02,645.74
24/02/2020,5548,01:00:48,11:26:14,649.07
24/02/2020,4262,04:08:38,09:34:37,144.43
24/02/2020,4042,03:14:49,07:44:00,507.65
24/02/2020,3564,05:27:34,13:21:38,151.77
8/03/2020,5548,21:57:50,23:15:11,269.63
8/03/2020,4042,05:47:16,11:41:10,191.43
8/03/2020,5657,14:48:44,17:54:09,406.30
8/03/2020,5365,03:20:25,11:07:08,602.84
8/03/2020,4478,12:08:46,14:59:31,311.63
8/03/2020,4316,04:13:56,06:20:42,621.08
8/03/2020,4262,07:48:59,08:45:05,313.03
8/03/2020,4548,04:20:00,14:14:09,81.59
8/03/2020,5548,00:18:36,08:14:42,566.14
11/03/2020,4316,18:23:27,20:41:10,192.20
11/03/2020,4548,07:55:31,08:44:49,507.47
11/03/2020,5365,15:29:06,23:34:32,263.54
11/03/2020,4865,04:46:30,09:54:11,522.05
11/03/2020,4042,15:51:12,19:58:53,209.03
11/03/2020,4042,10:20:29,14:36:33,626.14
11/03/2020,4316,02:22:44,12:32:04,200.03
11/03/2020,5365,13:39:18,17:04:10,424.88
11/03/2020,4262,02:36:02,07:53:13,248.60
13/03/2020,5548,06:48:18,11:22:26,588.70
13/03/2020,5548,11:56:43,20:04:22,445.21
13/03/2020,4316,16:43:41,21:18:08,556.87
13/03/2020,4478,12:59:15,20:46:21,629.66
13/03/2020,5365,03:14:25,14:58:44,357.17
13/03/2020,5365,09:12:02,18:31:39,212.90
13/03/2020,5365,02:47:41,14:26:17,358.03
13/03/2020,4478,09:53:56,14:13:24,343.09
13/03/2020,5657,05:51:59,15:56:47,627.95
13/03/2020,5365,00:07:38,08:32:51,621.17
13/03/2020,5548,03:05:58,05:40:35,164.68
13/03/2020,4478,15:39:57,17:27:49,363.09
15/03/2020,4478,04:43:31,10:07:49,353.47
15/03/2020,4042,02:28:59,13:57:11,521.74
15/03/2020,4042,02:15:10,11:54:55,572.30
15/03/2020,4042,15:48:18,21:42:34,167.10
15/03/2020,4316,06:23:10,17:53:01,197.79
15/03/2020,4042,02:38:08,06:26:10,632.33
15/03/2020,5657,11:15:20,20:59:33,399.23
15/03/2020,5657,12:45:12,14:32:57,213.30
16/03/2020,4042,08:09:42,09:13:49,85.44
16/03/2020,5548,08:28:21,15:41:36,239.48
16/03/2020,4548,05:31:56,15:24:50,59.86
16/03/2020,5657,11:53:17,18:12:20,446.34
16/03/2020,4262,08:55:16,18:09:56,546.74
16/03/2020,4316,09:50:41,14:40:59,257.15
16/03/2020,4042,14:56:17,15:05:50,78.67
16/03/2020,4262,12:03:44,22:33:27,56.01
5/04/2020,4316,03:00:45,13:34:17,368.34
5/04/2020,4262,12:05:57,16:07:42,224.77
5/04/2020,5365,13:18:41,20:32:29,469.77
5/04/2020,5657,11:22:50,18:16:49,487.59
5/04/2020,3564,16:10:14,17:12:05,535.85
5/04/2020,5548,01:16:58,03:21:41,191.13
5/04/2020,5365,13:23:33,20:20:36,597.61
5/04/2020,4316,09:17:29,19:24:53,628.38
5/04/2020,4865,00:58:01,06:48:44,360.19
5/04/2020,4316,10:09:15,15:03:56,470.21
5/04/2020,5548,07:59:23,09:41:50,75.86
5/04/2020,4865,13:00:28,15:36:01,606.80
11/04/2020,3564,12:30:35,22:16:59,511.52
11/04/2020,4478,05:30:19,10:17:10,138.05
11/04/2020,4865,01:15:41,02:52:02,527.01
11/04/2020,5365,02:54:36,04:54:07,553.33
11/04/2020,4042,08:43:39,10:15:56,181.53
11/04/2020,4865,00:08:26,10:55:03,606.51
